+------+------------------+--------------+-----------------+------------------+----------------------------------------------------------------+
|   ID | DimensionType ID | Name         | shouldLoadSpawn | Currently loaded | WorldProvider class                                            |
+------+------------------+--------------+-----------------+------------------+----------------------------------------------------------------+
|    0 |                0 | overworld    |            true |             true | net.minecraft.world.WorldProviderSurface                       |
|    1 |                1 | the_end      |           false |            false | net.minecraft.world.WorldProviderEnd                           |
|   -1 |               -1 | Nether       |           false |            false | biomesoplenty.common.world.WorldProviderBOPHell                |
| 4598 |             4598 | nc_wasteland |           false |            false | nc.worldgen.dimension.WorldProviderWasteland                   |
|   -2 |                3 | space        |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderSpace  |
|    2 |              -11 | Storage Cell |            true |             true | appeng.spatial.StorageWorldProvider                            |
|   16 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   17 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|    3 |                2 | planet       |           false |             true | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   18 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   19 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   20 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   21 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   22 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|    5 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|    6 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|    7 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|    8 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   23 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   24 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   25 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   26 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|    9 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   10 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   11 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   12 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   13 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   14 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   15 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   33 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   34 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   27 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   28 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   29 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   30 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   31 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   32 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   35 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   36 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   37 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   38 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   39 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   40 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   41 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   42 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   43 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   44 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   45 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   46 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   47 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   48 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   49 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   50 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   51 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   52 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   53 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   54 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   55 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   56 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   57 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   58 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   59 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   60 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   61 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   65 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   66 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   67 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   68 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   69 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   70 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   71 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   72 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   73 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   74 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   62 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   63 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   64 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   83 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   84 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   76 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   77 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   78 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   79 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   80 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   81 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
|   82 |                2 | planet       |           false |            false | zmaster587.advancedRocketry.world.provider.WorldProviderPlanet |
+------+------------------+--------------+-----------------+------------------+----------------------------------------------------------------+
|   ID | DimensionType ID | Name         | shouldLoadSpawn | Currently loaded | WorldProvider class                                            |
+------+------------------+--------------+-----------------+------------------+----------------------------------------------------------------+
